===================================================
Source: M30
Columns: Radius (km) - Mass (Msolar) - Posterior Likelihood
Date: February 2016
Cite: Ozel, F., et al. 2016, ApJ in press, arXiv:1505.05155
===================================================
5.125000e+00 5.125000e-01 1.448243e-13
5.125000e+00 5.375000e-01 3.166464e-13
5.125000e+00 5.625000e-01 6.510588e-13
5.125000e+00 5.875000e-01 1.260291e-12
5.125000e+00 6.125000e-01 2.302287e-12
5.125000e+00 6.375000e-01 3.988840e-12
5.125000e+00 6.625000e-01 6.621718e-12
5.125000e+00 6.875000e-01 1.074390e-11
5.125000e+00 7.125000e-01 1.763183e-11
5.125000e+00 7.375000e-01 3.064425e-11
5.125000e+00 7.625000e-01 5.851152e-11
5.125000e+00 7.875000e-01 1.226952e-10
5.125000e+00 8.125000e-01 2.727492e-10
5.125000e+00 8.375000e-01 6.165476e-10
5.125000e+00 8.625000e-01 1.376790e-09
5.125000e+00 8.875000e-01 2.992108e-09
5.125000e+00 9.125000e-01 6.291732e-09
5.125000e+00 9.375000e-01 1.278857e-08
5.125000e+00 9.625000e-01 2.515849e-08
5.125000e+00 9.875000e-01 4.799998e-08
5.125000e+00 1.012500e+00 8.898514e-08
5.125000e+00 1.037500e+00 1.604901e-07
5.125000e+00 1.062500e+00 2.816812e-07
5.125000e+00 1.087500e+00 4.807823e-07
5.125000e+00 1.112500e+00 7.968568e-07
5.125000e+00 1.137500e+00 1.279984e-06
5.125000e+00 1.162500e+00 1.988380e-06
5.125000e+00 1.187500e+00 2.981200e-06
5.125000e+00 1.212500e+00 4.306501e-06
5.125000e+00 1.237500e+00 5.985434e-06
5.125000e+00 1.262500e+00 7.995666e-06
5.125000e+00 1.287500e+00 1.025850e-05
5.125000e+00 1.312500e+00 1.263493e-05
5.125000e+00 1.337500e+00 1.493438e-05
5.125000e+00 1.362500e+00 1.693721e-05
5.125000e+00 1.387500e+00 1.842819e-05
5.125000e+00 1.412500e+00 1.923423e-05
5.125000e+00 1.437500e+00 1.925753e-05
5.125000e+00 1.462500e+00 1.849531e-05
5.125000e+00 1.487500e+00 1.704056e-05
5.125000e+00 1.512500e+00 1.506346e-05
5.125000e+00 1.537500e+00 1.277837e-05
5.125000e+00 1.562500e+00 1.040535e-05
5.125000e+00 1.587500e+00 8.135997e-06
5.125000e+00 1.612500e+00 6.110556e-06
5.125000e+00 1.637500e+00 4.409499e-06
5.125000e+00 1.662500e+00 3.057847e-06
5.125000e+00 1.687500e+00 2.037839e-06
5.125000e+00 1.712500e+00 1.304907e-06
5.125000e+00 1.737500e+00 8.025763e-07
5.125000e+00 1.762500e+00 4.738608e-07
5.125000e+00 1.787500e+00 2.683957e-07
5.125000e+00 1.812500e+00 1.457212e-07
5.125000e+00 1.837500e+00 7.577844e-08
5.125000e+00 1.862500e+00 3.771490e-08
5.125000e+00 1.887500e+00 1.795254e-08
5.125000e+00 1.912500e+00 8.168409e-09
5.125000e+00 1.937500e+00 3.550959e-09
5.125000e+00 1.962500e+00 1.474336e-09
5.125000e+00 1.987500e+00 5.844819e-10
5.125000e+00 2.012500e+00 2.211918e-10
5.125000e+00 2.037500e+00 7.989158e-11
5.125000e+00 2.062500e+00 2.753279e-11
5.125000e+00 2.087500e+00 9.050781e-12
5.125000e+00 2.112500e+00 2.836913e-12
5.125000e+00 2.137500e+00 8.474624e-13
5.125000e+00 2.162500e+00 2.411546e-13
5.125000e+00 2.187500e+00 6.533266e-14
5.125000e+00 2.212500e+00 1.684291e-14
5.125000e+00 2.237500e+00 4.130462e-15
5.125000e+00 2.262500e+00 9.633549e-16
5.125000e+00 2.287500e+00 2.137198e-16
5.125000e+00 2.312500e+00 4.512217e-17
5.125000e+00 2.337500e+00 9.075705e-18
5.125000e+00 2.362500e+00 1.741972e-18
5.125000e+00 2.387500e+00 3.197909e-19
5.125000e+00 2.412500e+00 5.631854e-20
5.125000e+00 2.437500e+00 9.546852e-21
5.125000e+00 2.462500e+00 1.563187e-21
5.125000e+00 2.487500e+00 2.479804e-22
5.125000e+00 2.512500e+00 3.818555e-23
5.125000e+00 2.537500e+00 5.709850e-24
5.125000e+00 2.562500e+00 8.279086e-25
5.125000e+00 2.587500e+00 1.160746e-25
5.125000e+00 2.612500e+00 1.567597e-26
5.125000e+00 2.637500e+00 2.030665e-27
5.125000e+00 2.662500e+00 2.513080e-28
5.125000e+00 2.687500e+00 2.960480e-29
5.125000e+00 2.712500e+00 3.309885e-30
5.125000e+00 2.737500e+00 3.503719e-31
5.125000e+00 2.762500e+00 3.505008e-32
5.125000e+00 2.787500e+00 3.309050e-33
5.125000e+00 2.812500e+00 2.945104e-34
5.125000e+00 2.837500e+00 2.469225e-35
5.125000e+00 2.862500e+00 1.949205e-36
5.125000e+00 2.887500e+00 1.448126e-37
5.125000e+00 2.912500e+00 1.012334e-38
5.125000e+00 2.937500e+00 6.657827e-40
5.125000e+00 2.962500e+00 4.119395e-41
5.375000e+00 5.125000e-01 7.193733e-12
5.375000e+00 5.375000e-01 1.571510e-11
5.375000e+00 5.625000e-01 3.225476e-11
5.375000e+00 5.875000e-01 6.220655e-11
5.375000e+00 6.125000e-01 1.127565e-10
5.375000e+00 6.375000e-01 1.921745e-10
5.375000e+00 6.625000e-01 3.082220e-10
5.375000e+00 6.875000e-01 4.659668e-10
5.375000e+00 7.125000e-01 6.661410e-10
5.375000e+00 7.375000e-01 9.062000e-10
5.375000e+00 7.625000e-01 1.187228e-09
5.375000e+00 7.875000e-01 1.530621e-09
5.375000e+00 8.125000e-01 2.009297e-09
5.375000e+00 8.375000e-01 2.800136e-09
5.375000e+00 8.625000e-01 4.268738e-09
5.375000e+00 8.875000e-01 7.106189e-09
5.375000e+00 9.125000e-01 1.255121e-08
5.375000e+00 9.375000e-01 2.274871e-08
5.375000e+00 9.625000e-01 4.131555e-08
5.375000e+00 9.875000e-01 7.419933e-08
5.375000e+00 1.012500e+00 1.309205e-07
5.375000e+00 1.037500e+00 2.262712e-07
5.375000e+00 1.062500e+00 3.824880e-07
5.375000e+00 1.087500e+00 6.317942e-07
5.375000e+00 1.112500e+00 1.018988e-06
5.375000e+00 1.137500e+00 1.603406e-06
5.375000e+00 1.162500e+00 2.459113e-06
5.375000e+00 1.187500e+00 3.671799e-06
5.375000e+00 1.212500e+00 5.330604e-06
5.375000e+00 1.237500e+00 7.513639e-06
5.375000e+00 1.262500e+00 1.026732e-05
5.375000e+00 1.287500e+00 1.358184e-05
5.375000e+00 1.312500e+00 1.736819e-05
5.375000e+00 1.337500e+00 2.144370e-05
5.375000e+00 1.362500e+00 2.553414e-05
5.375000e+00 1.387500e+00 2.929726e-05
5.375000e+00 1.412500e+00 3.236755e-05
5.375000e+00 1.437500e+00 3.441506e-05
5.375000e+00 1.462500e+00 3.520484e-05
5.375000e+00 1.487500e+00 3.464184e-05
5.375000e+00 1.512500e+00 3.278905e-05
