===================================================
Source: NGC6397
Columns: Radius (km) - Mass (Msolar) - Posterior Likelihood
Date: February 2016
Cite: Ozel, F., et al. 2016, ApJ in press, arXiv:1505.05155
===================================================
5.125000e+00 5.125000e-01 1.148003e-17
5.125000e+00 5.375000e-01 5.728278e-17
5.125000e+00 5.625000e-01 2.771280e-16
5.125000e+00 5.875000e-01 1.296901e-15
5.125000e+00 6.125000e-01 5.850563e-15
5.125000e+00 6.375000e-01 2.534082e-14
5.125000e+00 6.625000e-01 1.049710e-13
5.125000e+00 6.875000e-01 4.143926e-13
5.125000e+00 7.125000e-01 1.554448e-12
5.125000e+00 7.375000e-01 5.527843e-12
5.125000e+00 7.625000e-01 1.860296e-11
5.125000e+00 7.875000e-01 5.916896e-11
5.125000e+00 8.125000e-01 1.776994e-10
5.125000e+00 8.375000e-01 5.035939e-10
5.125000e+00 8.625000e-01 1.346152e-09
5.125000e+00 8.875000e-01 3.393219e-09
5.125000e+00 9.125000e-01 8.064513e-09
5.125000e+00 9.375000e-01 1.807074e-08
5.125000e+00 9.625000e-01 3.817911e-08
5.125000e+00 9.875000e-01 7.606362e-08
5.125000e+00 1.012500e+00 1.429232e-07
5.125000e+00 1.037500e+00 2.533376e-07
5.125000e+00 1.062500e+00 4.237290e-07
5.125000e+00 1.087500e+00 6.689744e-07
5.125000e+00 1.112500e+00 9.973026e-07
5.125000e+00 1.137500e+00 1.404515e-06
5.125000e+00 1.162500e+00 1.869452e-06
5.125000e+00 1.187500e+00 2.353003e-06
5.125000e+00 1.212500e+00 2.802242e-06
5.125000e+00 1.237500e+00 3.159675e-06
5.125000e+00 1.262500e+00 3.375483e-06
5.125000e+00 1.287500e+00 3.419115e-06
5.125000e+00 1.312500e+00 3.286465e-06
5.125000e+00 1.337500e+00 3.000268e-06
5.125000e+00 1.362500e+00 2.603813e-06
5.125000e+00 1.387500e+00 2.150330e-06
5.125000e+00 1.412500e+00 1.691594e-06
5.125000e+00 1.437500e+00 1.268970e-06
5.125000e+00 1.462500e+00 9.087634e-07
5.125000e+00 1.487500e+00 6.219840e-07
5.125000e+00 1.512500e+00 4.072952e-07
5.125000e+00 1.537500e+00 2.554405e-07
5.125000e+00 1.562500e+00 1.535744e-07
5.125000e+00 1.587500e+00 8.857804e-08
5.125000e+00 1.612500e+00 4.903988e-08
5.125000e+00 1.637500e+00 2.606855e-08
5.125000e+00 1.662500e+00 1.330578e-08
5.125000e+00 1.687500e+00 6.519348e-09
5.125000e+00 1.712500e+00 3.064624e-09
5.125000e+00 1.737500e+00 1.381097e-09
5.125000e+00 1.762500e+00 5.961068e-10
5.125000e+00 1.787500e+00 2.461503e-10
5.125000e+00 1.812500e+00 9.712563e-11
5.125000e+00 1.837500e+00 3.657566e-11
5.125000e+00 1.862500e+00 1.312950e-11
5.125000e+00 1.887500e+00 4.487397e-12
5.125000e+00 1.912500e+00 1.458704e-12
5.125000e+00 1.937500e+00 4.505508e-13
5.125000e+00 1.962500e+00 1.321179e-13
5.125000e+00 1.987500e+00 3.675582e-14
5.125000e+00 2.012500e+00 9.696486e-15
5.125000e+00 2.037500e+00 2.424933e-15
5.125000e+00 2.062500e+00 5.748167e-16
5.125000e+00 2.087500e+00 1.291726e-16
5.125000e+00 2.112500e+00 2.752990e-17
5.125000e+00 2.137500e+00 5.568225e-18
5.125000e+00 2.162500e+00 1.069907e-18
5.125000e+00 2.187500e+00 1.955389e-19
5.125000e+00 2.212500e+00 3.404543e-20
5.125000e+00 2.237500e+00 5.657179e-21
5.125000e+00 2.262500e+00 8.988085e-22
5.125000e+00 2.287500e+00 1.368046e-22
5.125000e+00 2.312500e+00 1.998209e-23
5.125000e+00 2.337500e+00 2.804882e-24
5.125000e+00 2.362500e+00 3.787535e-25
5.125000e+00 2.387500e+00 4.922188e-26
5.125000e+00 2.412500e+00 6.156501e-27
5.125000e+00 2.437500e+00 7.407949e-28
5.125000e+00 2.462500e+00 8.570191e-29
5.125000e+00 2.487500e+00 9.526407e-30
5.125000e+00 2.512500e+00 1.016838e-30
5.125000e+00 2.537500e+00 1.041925e-31
5.125000e+00 2.562500e+00 1.024858e-32
5.125000e+00 2.587500e+00 9.680382e-34
5.125000e+00 2.612500e+00 8.786625e-35
5.125000e+00 2.637500e+00 7.670459e-36
5.125000e+00 2.662500e+00 6.446661e-37
5.125000e+00 2.687500e+00 5.220561e-38
5.125000e+00 2.712500e+00 4.075782e-39
5.125000e+00 2.737500e+00 3.067841e-40
5.125000e+00 2.762500e+00 2.224780e-41
5.125000e+00 2.787500e+00 1.552505e-42
5.125000e+00 2.812500e+00 1.040482e-43
5.125000e+00 2.837500e+00 6.682099e-45
5.125000e+00 2.862500e+00 4.102043e-46
5.125000e+00 2.887500e+00 2.400985e-47
5.125000e+00 2.912500e+00 1.336847e-48
5.125000e+00 2.937500e+00 7.065354e-50
5.125000e+00 2.962500e+00 3.538055e-51
5.375000e+00 5.125000e-01 2.874418e-16
5.375000e+00 5.375000e-01 1.196145e-15
5.375000e+00 5.625000e-01 4.703670e-15
5.375000e+00 5.875000e-01 1.750880e-14
5.375000e+00 6.125000e-01 6.182554e-14
5.375000e+00 6.375000e-01 2.076269e-13
5.375000e+00 6.625000e-01 6.651190e-13
5.375000e+00 6.875000e-01 2.039099e-12
5.375000e+00 7.125000e-01 6.002963e-12
5.375000e+00 7.375000e-01 1.702344e-11
5.375000e+00 7.625000e-01 4.662119e-11
5.375000e+00 7.875000e-01 1.235003e-10
5.375000e+00 8.125000e-01 3.165890e-10
5.375000e+00 8.375000e-01 7.848331e-10
5.375000e+00 8.625000e-01 1.878596e-09
5.375000e+00 8.875000e-01 4.332573e-09
5.375000e+00 9.125000e-01 9.605565e-09
5.375000e+00 9.375000e-01 2.042779e-08
5.375000e+00 9.625000e-01 4.159440e-08
5.375000e+00 9.875000e-01 8.097079e-08
5.375000e+00 1.012500e+00 1.505360e-07
5.375000e+00 1.037500e+00 2.670955e-07
5.375000e+00 1.062500e+00 4.521004e-07
5.375000e+00 1.087500e+00 7.299173e-07
5.375000e+00 1.112500e+00 1.124050e-06
5.375000e+00 1.137500e+00 1.651298e-06
5.375000e+00 1.162500e+00 2.314621e-06
5.375000e+00 1.187500e+00 3.096417e-06
5.375000e+00 1.212500e+00 3.954449e-06
5.375000e+00 1.237500e+00 4.822697e-06
5.375000e+00 1.262500e+00 5.618341e-06
5.375000e+00 1.287500e+00 6.254338e-06
5.375000e+00 1.312500e+00 6.655138e-06
5.375000e+00 1.337500e+00 6.771536e-06
5.375000e+00 1.362500e+00 6.590641e-06
5.375000e+00 1.387500e+00 6.138125e-06
5.375000e+00 1.412500e+00 5.472263e-06
5.375000e+00 1.437500e+00 4.671631e-06
5.375000e+00 1.462500e+00 3.820076e-06
5.375000e+00 1.487500e+00 2.992842e-06
5.375000e+00 1.512500e+00 2.246840e-06
