! Radius (km) Mass (Msolar)
13.845	0.235
13.561	0.244
13.321	0.258
13.127	0.271
12.921	0.281
12.725	0.292
12.571	0.303
12.292	0.331
12.074	0.360
11.854	0.394
11.717	0.428
11.581	0.466
11.485	0.505
11.377	0.558
11.285	0.650
11.192	0.745
11.132	0.846
11.069	0.952
11.023	1.061
10.956	1.167
10.880	1.271
10.784	1.365
10.667	1.460
10.558	1.543
10.405	1.619
10.262	1.683
10.096	1.733
9.934	1.785
9.766	1.817
9.587	1.838
9.424	1.854
9.251	1.865
