! Radius (km) Mass (Msolar)
13.895	0.235
13.369	0.259
13.151	0.271
12.950	0.282
12.788	0.302
12.641	0.316
12.514	0.334
12.385	0.352
12.285	0.369
12.206	0.387
12.052	0.430
11.951	0.475
11.867	0.522
11.818	0.575
11.784	0.630
11.768	0.688
11.740	0.769
11.740	0.899
11.757	1.037
11.773	1.184
11.757	1.328
11.706	1.465
11.655	1.595
11.588	1.709
11.485	1.817
11.350	1.907
11.205	1.982
11.045	2.042
10.877	2.087
10.708	2.122
10.523	2.144
